Message ID 	 Delay
M2912	900.10
M2949	300.80
M2901	901.00
M2944	729.80
M2939	730.40
M2955	730.90
M2943	731.50
M2987	131.80
M2953	966.60
M2946	967.00
M2937	967.50
M2950	968.00
M2936	968.70
M2954	981.80
M2986	382.20
M2947	982.60
M2985	382.90
M2940	983.20
M2948	983.80
M2961	1065.60
M2963	1066.10
M2941	1066.50
M2988	494.90
M2980	613.00
M2982	613.60
M2999	793.40
M2983	793.80
M2992	794.10
M2998	794.60
M3024	195.10
M2979	795.70
M3025	206.70
M2977	807.00
M2978	1032.80
M2994	1033.50
M3022	433.90
M3020	434.30
M2974	1034.80
M3031	435.20
M3015	552.60
M3019	552.90
M3037	787.60
M3036	788.20
M3018	788.60
M3017	789.00
M3062	189.20
M3030	789.80
M3060	408.70
M3013	1052.10
M3026	1052.70
M3012	1053.40
M3053	453.80
M3063	454.40
M3029	1055.10
M3069	607.70
M3068	608.00
M3056	608.70
M3064	636.50
M3101	184.10
M3055	841.60
M3099	241.90
M3075	842.40
M3074	842.60
M3059	843.30
M3100	243.90
M3058	876.30
M3051	876.90
M3050	877.20
M3102	499.00
M3070	1113.20
M3067	1113.40
M3047	1113.70
M3076	1114.10
M3052	1114.50
M3098	597.30
M3096	597.90
M3107	598.30
M3139	221.60
M3138	430.30
M3108	1030.90
M3112	1031.50
M3093	1031.70
M3115	1032.20
M3145	432.40
M3137	433.00
M3144	433.50
M3097	1033.70
M3136	433.90
M3095	1034.60
M3113	1035.10
M3094	1035.80
M3106	1036.10
M3132	523.40
M3134	523.90
M3133	715.80
M3176	315.40
M3175	315.70
M3130	916.30
M3140	945.60
M3177	346.20
M3129	946.60
M3174	573.20
M3173	573.60
M3172	574.10
M3183	574.50
M3188	877.20
M3213	277.60
M3189	877.90
M3169	878.40
M3214	279.00
M3182	879.60
M3168	879.90
M3170	1004.30
M3212	404.90
M3178	1005.20
M3171	1005.80
M3163	1006.30
M3210	407.00
M3185	1007.30
M3216	592.80
M3208	645.80
M3227	646.20
M3207	646.50
M3205	658.60
M3209	659.30
M3215	660.00
M3253	268.20
M3245	819.60
M3264	820.30
M3258	820.60
M3290	221.30
M3246	821.60
M3251	821.80
M3252	822.30
M3250	822.70
M3259	823.30
M3248	823.80
M3254	870.40
M3291	271.00
M3242	871.60
M3243	872.10
M3257	872.80
M3241	873.00
M3265	1000.60
M3266	1000.80
M3289	401.10
M3297	401.60
M3267	1001.90
M3288	402.60
M3287	635.70
M3296	636.10
M3302	636.50
M3284	637.00
M3292	688.60
M3283	754.20
M3285	754.40
M3329	155.10
M3278	755.60
M3281	849.80
M3327	393.10
M3328	393.60
M3324	393.80
M3303	994.40
M3330	569.90
M3340	722.90
M3325	723.20
M3335	723.40
M3334	723.70
M3322	724.20
M3366	124.90
M3341	725.20
M3321	725.40
M3367	286.60
M3317	886.80
M3373	448.20
M3362	448.90
M3365	449.30
M3364	449.90
M3315	1050.60
M3337	1050.80
M3354	1016.60
M3360	1017.20
M3351	1017.80
M3350	1018.40
M3368	1019.00
M3395	419.70
M3356	1020.00
M3357	1020.30
M3379	1020.70
M3359	1021.20
M3405	421.80
M3378	1022.00
M3404	681.90
M3397	682.10
M3396	682.30
M3399	682.70
M3411	683.30
M3402	683.80
M3417	815.40
M3401	883.80
M3416	884.20
M3410	884.50
M3403	885.10
M3442	285.30
M3398	885.80
M3406	899.20
M3443	299.90
M3413	1046.70
M3391	1047.10
M3449	447.30
M3438	447.70
M3419	1048.30
M3444	663.30
M3481	123.00
M3440	794.30
M3437	794.60
M3480	194.90
M3455	795.30
M3435	795.80
M3433	913.20
M3477	593.10
M3479	593.60
M3486	594.10
M3473	824.70
M3518	224.90
M3467	825.10
M3492	825.40
M3493	825.80
M3487	826.10
M3476	826.60
M3517	227.30
M3494	1041.80
M3515	576.20
M3524	576.50
M3525	576.80
M3513	577.40
M3507	580.00
M3520	580.50
M3519	580.90
M3514	581.60
M3509	582.00
M3531	796.20
M3512	796.50
M3556	197.00
M3511	797.20
M3516	797.80
M3557	464.10
M3506	1064.50
M3505	1065.10
M3530	1065.40
M3547	465.80
M3523	1066.30
M3526	1066.60
M3562	642.20
M3563	642.50
M3555	643.00
M3554	643.70
M3550	644.40
M3551	644.80
M3568	872.30
M3549	872.50
M3594	272.90
M3569	873.40
M3593	273.60
M3543	874.00
M3571	874.30
M3595	291.90
M3544	892.30
M3545	892.90
M3561	1121.80
M3585	522.20
M3541	1122.80
M3596	544.60
M3628	325.00
M3590	925.60
M3632	326.20
M3631	326.60
M3591	926.90
M3601	927.20
M3587	927.90
M3592	928.50
M3600	928.80
M3581	929.20
M3607	929.70
M3638	487.30
M3573	1087.50
M3630	488.10
M3584	1099.70
M3634	500.00
M3583	1100.70
M3597	1121.40
M3624	627.40
M3626	627.90
M3670	79.30
M3633	726.90
M3627	727.30
M3639	727.50
M3645	866.50
M3669	266.80
M3661	633.30
M3665	633.80
M3677	634.10
M3683	698.20
M3663	698.50
M3682	699.00
M3708	99.30
M3667	699.80
M3676	700.00
M3664	700.40
M3709	108.70
M3672	709.00
M3685	1029.80
M3684	1030.50
M3654	1030.90
M3660	1041.20
M3699	441.80
M3706	616.10
M3702	616.30
M3714	617.00
M3703	617.30
M3704	617.80
M3707	618.10
M3705	618.40
M3715	619.10
M3710	668.80
M3745	249.20
M3701	849.80
M3746	250.50
M3721	851.10
M3696	851.70
M3739	608.50
M3744	608.80
M3740	609.30
M3742	609.70
M3752	609.90
M3741	610.40
M3753	610.90
M3785	220.50
M3747	821.00
M3748	821.50
M3737	822.10
M3780	437.80
M3783	438.50
M3784	438.80
M3781	439.10
M3791	439.40
M3759	1039.60
M3743	1040.10
M3786	674.10
M3778	690.10
M3782	690.30
M3790	690.60
M3823	134.00
M3775	780.50
M3772	781.10
M3796	858.60
M3822	259.00
M3821	259.40
M3797	860.00
M3779	860.50
M3789	1037.70
M3773	1038.20
M3834	518.90
M3816	519.20
M3819	519.70
M3777	1119.90
M3793	1120.20
M3829	520.80
M3828	521.50
M3792	1121.70
M3820	522.00
M3824	595.40
M3818	595.70
M3817	596.00
M3861	223.00
M3827	823.70
M3811	824.20
M3859	249.20
M3814	849.50
M3835	850.20
M3815	850.90
M3860	251.30
M3830	1040.40
M3837	1040.90
M3809	1041.40
M3862	544.30
M3867	666.00
M3866	666.60
M3858	667.00
M3851	667.40
M3873	668.10
M3856	668.40
M3857	668.80
M3854	669.40
M3898	70.00
M3855	670.40
M3865	1057.00
M3899	457.20
M3889	457.50
M3900	800.00
M3937	200.60
M3936	232.70
M3910	832.90
M3897	833.20
M3892	833.60
M3905	834.10
M3893	834.80
M3891	835.10
M3894	835.80
M3896	836.40
M3904	836.70
M3935	429.00
M3942	429.50
M3885	1030.20
M3932	430.80
M3907	1031.20
M3895	1031.40
M3943	432.00
M3911	1032.50
M3912	1033.00
