Message ID 	 Delay
M1593	1082.60
M1565	1083.20
M1588	1083.90
M1567	1084.30
M1609	484.50
M1564	1084.80
M1614	595.40
M1616	595.60
M1617	596.20
M1618	596.90
M1625	597.40
M1631	796.00
M1611	796.50
M1656	197.00
M1630	797.30
M1613	1166.40
M1615	1166.80
M1651	567.40
M1647	567.70
M1657	846.50
M1658	847.00
M1695	247.50
M1653	1012.30
M1654	1012.60
M1655	1013.20
M1693	413.50
M1650	1014.00
M1694	414.30
M1652	1014.70
M1690	414.90
M1692	415.20
M1668	1015.70
M1701	416.20
M1669	1016.80
M1664	1017.20
M1665	1017.40
M1662	1017.70
M1663	1018.40
M1671	1018.80
M1670	1019.50
M1648	1019.90
M1649	1020.30
M1643	1020.70
M1646	1142.10
M1644	1142.40
M1689	543.00
M1645	1143.30
M1661	1143.60
M1640	1144.00
M1641	1144.40
M1691	558.50
M1688	563.60
M1733	96.50
M1696	697.00
M1731	207.90
M1732	208.50
M1687	808.80
M1700	809.30
M1706	809.60
M1707	810.00
M1683	982.40
M1684	982.60
M1685	983.20
M1738	578.20
M1739	578.80
M1726	579.50
M1728	579.90
M1729	580.50
M1734	608.80
M1730	920.00
M1770	320.20
M1745	920.50
M1747	921.00
M1744	921.40
M1724	921.60
M1725	922.00
M1737	1134.50
M1776	534.90
M1777	535.50
M1741	1136.00
M1740	1136.50
M1716	1136.80
M1717	1137.20
M1719	1137.40
M1768	538.00
M1769	538.30
M1764	538.70
M1765	539.30
M1766	539.90
M1772	548.30
M1723	1148.50
M1721	1148.90
M1727	1149.40
M1809	124.10
M1761	724.70
M1762	724.90
M1783	799.60
M1767	800.00
M1763	800.50
M1808	201.00
M1778	1122.50
M1779	1123.20
M1815	523.40
M1771	1123.70
M1785	1124.20
M1782	1124.60
M1757	1124.90
M1803	525.40
M1804	526.10
M1806	526.40
M1796	696.60
M1797	697.10
M1810	697.40
M1799	697.90
M1800	698.30
M1847	98.50
M1814	1010.10
M1852	410.40
M1853	410.90
M1816	1011.20
M1817	1011.80
M1795	1012.40
M1844	413.00
M1801	1013.30
M1845	413.50
M1802	1013.70
M1846	414.20
M1820	1014.50
M1821	1015.00
M1805	1015.60
M1807	1015.90
M1813	1132.30
M1798	1132.80
M1837	533.00
M1792	1133.70
M1793	1134.00
M1841	534.20
M1884	92.10
M1843	692.50
M1885	196.40
M1842	797.10
M1855	1060.80
M1854	1061.30
M1859	1061.50
M1891	461.80
M1861	1062.10
M1833	1062.60
M1834	1063.20
M1830	1063.80
M1838	1064.40
M1839	1064.90
M1840	1065.20
M1880	465.70
M1882	466.30
M1883	466.80
M1896	705.80
M1897	706.10
M1890	706.50
M1877	706.80
M1922	107.40
M1881	708.00
M1879	891.30
M1873	891.70
M1875	892.20
M1872	892.60
M1889	892.90
M1923	293.30
M1886	893.70
M1899	986.20
M1878	986.80
M1876	987.20
M1918	387.80
M1892	988.50
M1871	988.70
M1921	389.40
M1920	390.00
M1929	390.20
M1868	1030.00
M1869	1030.70
M1924	491.50
M1934	604.80
M1914	661.20
M1917	661.40
M1960	61.80
M1913	790.10
M1961	190.70
M1911	858.50
M1910	1099.10
M1962	499.60
M1927	1100.30
M1954	686.10
M1955	686.50
M1956	686.80
M1951	687.50
M1952	687.80
M1967	688.10
M1948	688.30
M1949	688.80
M1998	126.30
M1957	727.00
M1953	727.20
M1958	727.90
M1959	728.30
M1966	728.90
M1972	942.20
M1973	942.40
M1947	942.90
M2005	343.20
M1994	343.40
M1997	343.90
M1965	944.10
M1968	944.30
M1999	589.90
M2000	590.30
M2036	214.30
M1995	814.70
M1996	815.20
M2004	815.50
M2010	816.10
M2035	317.70
M2032	318.10
M2006	918.60
M1991	919.30
M1992	919.80
M2011	920.30
M2027	447.00
M1987	1047.40
M1988	1047.90
M1989	1048.50
M1993	1048.90
M2033	593.40
M2042	593.80
M2049	814.80
M2028	815.50
M2043	815.80
M2074	216.10
M2038	834.60
M2037	835.20
M2029	998.40
M2023	998.80
M2024	999.30
M2070	399.80
M2072	400.50
M2073	401.00
M2034	1001.20
M2030	1001.60
M2031	1001.90
M2081	402.30
M2045	1002.90
M2051	1003.20
M2025	1021.60
M2026	1021.80
M2065	422.40
M2075	422.60
M2076	502.30
M2071	605.50
M2080	606.00
M2067	844.30
M2069	844.80
M2063	845.30
M2086	845.90
M2064	846.60
M2066	847.10
M2113	247.70
M2068	1103.50
M2103	504.10
M2079	1104.70
M2059	1105.20
M2108	605.30
M2106	606.00
M2107	606.20
M2119	606.60
M2111	607.20
M2112	607.60
M2110	607.90
M2105	793.30
M2125	793.60
M2150	194.10
M2109	841.80
M2149	242.10
M2118	842.50
M2101	942.20
M2117	942.50
M2114	943.10
M2151	343.70
M2148	396.10
M2104	996.60
M2124	997.20
M2121	997.80
M2152	493.10
M2145	610.50
M2146	611.00
M2141	611.70
M2157	612.20
M2189	235.40
M2188	345.00
M2144	945.30
M2147	945.60
M2142	945.80
M2187	346.20
M2143	946.90
M2156	947.60
M2163	947.90
M2139	1144.50
M2190	544.90
M2155	1145.30
M2195	556.40
M2159	1157.80
M2158	1158.50
M2165	1158.80
M2137	1159.10
M2138	1159.60
M2134	1160.10
M2135	1160.50
M2183	582.70
M2184	583.20
M2226	115.40
M2185	716.00
M2186	716.50
M2194	717.20
M2227	145.10
M2181	766.40
M2203	767.10
M2200	767.30
M2201	767.60
M2225	368.20
M2177	1000.20
M2178	1000.90
M2179	1001.60
M2224	438.70
M2221	649.60
M2222	650.30
M2233	650.70
M2228	685.10
M2265	103.00
M2264	127.10
M2220	727.50
M2232	728.00
M2218	728.30
M2219	728.90
M2262	618.50
M2258	618.80
M2270	619.00
M2269	775.50
M2303	176.00
M2260	776.50
M2266	777.10
M2271	777.60
M2259	778.20
M2255	778.90
M2256	779.30
M2253	779.60
M2302	191.50
M2277	792.20
M2257	792.80
M2304	600.90
M2309	730.40
M2341	130.80
M2290	731.10
M2293	731.30
M2298	731.90
M2297	732.50
M2308	1021.20
M2301	1021.80
M2340	422.40
M2289	1022.80
M2339	423.10
M2336	423.30
M2338	424.00
M2299	1024.70
M2294	1024.90
M2295	1025.10
M2296	1025.60
M2300	1072.10
M2317	1072.40
M2315	1072.90
M2311	1073.30
M2337	473.60
M2307	1162.00
M2329	562.30
M2287	1162.90
M2335	563.30
M2314	1163.70
M2291	1164.10
M2292	1164.80
M2331	565.40
M2332	603.20
M2334	603.40
M2347	796.10
M2379	196.60
M2346	812.10
M2353	812.30
M2333	812.50
M2377	214.70
M2378	215.00
M2348	874.20
M2374	274.60
M2342	1038.20
M2349	1105.80
M2375	506.40
M2380	595.70
M2384	859.30
M2385	859.90
M2390	860.20
M2391	860.90
M2416	261.20
M2415	261.80
M2371	862.20
M2372	862.90
M2369	896.10
M2383	938.40
M2368	938.60
M2366	939.00
M2367	939.70
M2417	340.40
M2370	941.00
M2373	941.40
M2414	363.30
M2376	963.60
M2423	572.90
M2387	1173.30
M2422	573.70
M2365	1174.30
M2410	574.70
M2418	637.40
M2455	208.10
M2428	834.70
M2429	835.20
M2407	835.70
M2408	836.30
M2409	836.80
M2412	837.30
M2413	837.90
M2454	238.40
M2411	839.00
M2406	876.90
M2424	1148.70
M2425	1148.90
M2460	549.30
M2430	1149.50
M2403	1150.10
M2453	550.30
M2449	717.40
M2445	718.10
M2442	718.40
M2444	719.00
M2461	719.30
M2456	719.60
M2493	120.10
M2450	720.80
M2446	946.60
M2447	946.80
M2448	947.40
M2466	947.80
M2467	1014.90
M2469	1015.50
M2462	1015.80
M2441	1016.40
M2488	416.70
M2490	417.10
M2452	1017.60
M2499	417.90
M2492	418.40
M2489	594.00
M2498	594.50
M2504	981.10
M2505	981.40
M2507	981.70
M2528	382.20
M2529	382.50
M2485	982.90
M2486	983.10
M2484	983.70
M2491	984.40
M2530	384.70
M2487	996.00
M2483	996.20
M2494	996.80
M2500	1105.00
M2477	1105.70
M2480	1105.90
M2481	1106.60
M2497	1107.00
M2531	507.40
M2524	627.70
M2537	628.30
M2536	628.50
M2532	674.80
M2543	818.90
M2523	819.20
M2568	219.80
M2526	996.50
M2566	396.70
M2567	397.10
M2525	997.80
M2522	1027.10
M2569	427.30
M2520	1027.80
M2515	1028.00
M2559	428.50
M2518	1029.10
M2527	1041.40
M2545	1041.60
M2563	441.80
M2564	442.10
M2542	1042.40
M2538	1042.70
M2539	1043.40
M2517	1043.60
M2575	443.90
M2562	618.70
M2580	619.20
M2560	619.50
M2561	619.90
M2574	620.10
M2557	880.10
M2558	880.50
M2570	880.80
M2556	1100.40
M2553	1101.00
M2607	501.50
M2608	502.10
M2573	1102.30
M2576	1102.80
M2599	758.50
M2598	758.80
M2606	759.50
M2644	160.00
M2600	760.40
M2601	760.60
M2602	760.90
M2613	761.30
M2618	761.60
M2619	762.20
M2597	979.90
M2645	380.20
M2603	982.90
M2604	983.20
M2605	983.60
M2643	384.20
M2642	384.80
M2612	985.20
M2650	385.70
M2636	634.40
M2637	634.90
M2638	635.10
M2651	635.50
M2635	694.00
M2646	694.40
M2682	122.70
M2683	253.00
M2678	349.90
M2631	950.60
M2641	951.20
M2681	351.80
M2657	952.40
M2652	952.60
M2632	1103.30
M2679	503.50
M2648	1103.90
M2689	504.50
M2680	504.90
M2659	1105.60
M2694	505.80
M2649	1188.40
M2628	1188.90
M2629	1189.10
M2677	589.50
M2633	1189.90
M2675	763.20
M2720	163.60
M2688	763.90
M2695	764.50
M2673	814.30
M2684	814.50
M2669	1020.60
M2718	420.80
M2719	421.50
M2690	1022.00
M2721	426.80
M2676	1027.40
M2670	1027.80
M2727	661.00
M2715	661.30
M2716	661.70
M2709	1049.70
M2711	1050.10
M2722	1050.70
M2757	633.90
M2758	634.40
M2754	634.70
M2756	635.20
M2752	635.40
M2765	635.80
M2770	636.40
M2797	119.80
M2760	720.20
M2747	830.80
M2748	831.30
M2749	831.70
M2759	832.10
M2753	832.60
M2795	257.50
M2796	257.90
M2802	422.90
M2803	423.50
M2764	1023.90
M2742	1024.50
M2766	1025.20
M2745	1025.70
M2755	1026.40
M2771	1026.70
M2794	426.90
M2750	1027.10
M2751	1027.70
M2792	428.00
M2786	744.90
M2787	745.20
M2784	745.60
M2785	746.10
M2835	146.80
M2798	747.30
M2790	748.00
M2791	748.30
M2801	748.80
M2788	859.60
M2789	859.90
M2834	260.50
M2833	260.70
M2793	860.90
M2809	861.20
M2808	861.80
M2836	545.30
M2829	580.20
M2780	1180.80
M2830	581.20
M2811	1181.70
M2826	594.80
M2828	595.30
M2831	595.70
M2832	595.90
M2841	596.50
M2840	596.80
M2825	691.00
M2873	138.20
M2827	792.80
M2872	193.30
M2847	793.80
M2823	1025.00
M2868	440.90
M2821	1041.60
M2879	442.30
M2870	442.50
M2846	1043.20
M2842	1043.60
M2843	1044.10
M2869	660.70
M2864	661.20
M2865	661.90
M2878	662.50
M2910	62.80
M2871	663.40
M2885	664.10
M2863	739.20
M2911	139.50
M2874	740.00
M2867	783.90
M2884	784.50
M2860	991.20
M2862	991.90
M2877	992.50
M2909	632.90
M2904	633.50
M2905	633.80
M2906	634.20
M2917	634.50
M2901	900.00
M2903	900.50
M2949	301.20
M2912	901.50
M2922	901.80
M2944	729.80
M2943	730.40
M2987	130.70
M2955	731.20
M2936	731.90
M2939	732.50
M2946	966.50
M2942	966.90
M2953	967.40
M2937	967.90
M2938	968.10
M2950	968.60
M2945	985.60
M2947	986.00
M2984	386.70
M2940	987.00
M2985	387.30
M2986	387.70
M2948	988.30
M2954	988.90
M2960	989.50
M2941	1065.70
M2956	1066.20
M2957	1066.40
M2963	1066.90
M2961	1067.20
M2935	1067.60
M2988	494.90
M2980	613.00
M2982	613.60
M2993	614.10
M2983	793.30
M2999	793.80
M2998	794.30
M2992	794.60
M2979	795.20
M3024	195.70
M2977	807.30
M3025	207.50
M3023	235.20
M3031	432.80
M2994	1033.50
M2973	1033.80
M2974	1034.30
M3020	434.70
M3022	435.10
M3019	552.30
M3015	552.90
M3030	787.60
M3036	788.20
M3037	788.80
M3018	789.20
M3016	789.50
M3062	189.70
M3021	790.10
M3017	1008.60
M3060	409.10
M3013	1052.10
M3053	452.50
M3012	1053.20
M3029	1053.90
M3063	454.50
M3026	1055.10
M3055	607.70
M3061	608.30
M3068	608.60
M3064	636.50
M3101	184.10
M3074	841.30
M3075	841.80
M3059	842.50
M3099	242.80
M3056	843.50
M3100	244.10
M3050	876.40
M3051	877.00
M3057	877.20
M3058	877.40
M3069	877.90
M3102	499.00
M3052	1113.00
M3091	513.30
M3070	1113.90
M3076	1114.30
M3054	1114.60
M3046	1114.90
M3047	1115.20
M3067	1115.40
M3089	515.90
M3096	597.20
M3098	597.90
M3107	598.30
M3139	221.60
M3112	1030.30
M3113	1030.80
M3084	1031.50
M3087	1031.80
M3138	432.40
M3093	1032.60
M3094	1033.30
M3095	1034.00
M3134	434.50
M3136	434.70
M3137	435.30
M3097	1035.50
M3106	1035.80
M3108	1036.40
M3145	436.60
M3144	437.10
M3115	1123.70
M3135	524.40
M3132	524.60
M3177	116.10
M3130	915.40
M3175	315.70
M3131	915.90
M3176	316.50
M3129	945.40
M3140	946.00
M3169	573.30
M3173	573.70
M3183	574.10
M3188	574.30
M3171	603.00
M3172	603.50
M3214	277.60
M3213	278.00
M3174	878.40
M3182	879.00
M3189	879.30
M3168	1004.20
M3163	1004.70
M3164	1005.30
M3170	1005.70
M3212	406.30
M3210	407.00
M3184	1007.50
M3221	408.20
M3216	592.80
M3208	645.80
M3227	646.20
M3207	646.50
M3206	646.90
M3215	659.80
M3209	660.50
M3253	268.20
M3248	819.70
M3245	820.10
M3247	820.60
M3246	820.90
M3259	821.50
M3250	821.90
M3290	222.60
M3258	822.90
M3252	823.40
M3265	824.00
M3264	824.70
M3241	870.30
M3243	870.80
M3242	871.40
M3291	272.00
M3257	872.70
M3254	873.00
M3239	1000.70
M3289	401.00
M3288	401.70
M3244	1002.00
M3286	402.30
M3297	402.80
M3260	1003.30
M3267	1003.60
M3266	1003.80
M3284	635.90
M3287	636.20
M3296	636.60
M3329	96.30
M3281	696.80
M3292	697.10
M3278	754.50
M3283	754.70
M3285	754.90
M3295	755.50
M3326	392.90
M3328	393.40
M3327	393.90
M3324	394.10
M3303	994.70
M3319	569.60
M3323	570.20
M3330	570.80
M3325	722.80
M3322	723.30
M3366	124.00
M3321	724.20
M3320	724.90
M3334	725.20
M3340	725.60
M3341	725.90
M3335	807.20
M3367	207.50
M3317	886.50
M3315	1048.40
M3365	448.80
M3364	449.40
M3337	1049.60
M3373	450.10
M3359	1016.70
M3354	1017.10
M3357	1017.40
M3356	1017.70
M3351	1018.30
M3350	1018.90
M3405	419.50
M3368	1020.10
M3362	1020.80
M3361	1021.30
M3379	1021.70
M3378	1021.90
M3399	681.90
M3397	682.10
M3396	682.30
M3403	682.90
M3402	683.40
M3404	683.80
M3400	684.30
M3411	684.90
M3417	815.40
M3398	883.60
M3442	283.80
M3401	884.50
M3441	285.10
M3416	885.50
M3410	885.80
M3395	904.00
M3406	904.50
M3438	446.80
M3391	1047.20
M3449	447.40
M3419	1048.00
M3413	1048.30
M3412	1048.80
M3443	663.50
M3444	664.00
M3436	794.60
M3435	795.10
M3437	795.40
M3448	796.10
M3480	196.40
M3440	796.80
M3454	797.00
M3455	797.40
M3433	913.20
M3481	313.50
M3478	593.20
M3477	593.40
M3474	593.80
M3486	594.30
M3517	225.10
M3518	225.30
M3479	825.80
M3476	826.30
