Contact	Overhead
134000	151.2982456140351
48500	150.25106382978723
112500	149.4531990521327
27000	143.87179487179486
91000	146.55266955266956
5500	137.79245283018867
69500	146.80362249761677
133500	151.21187720181177
48000	150.09428571428572
112000	149.45892857142857
26500	146.315649867374
90500	146.96215429403202
5000	150.26190476190476
69000	146.66218809980805
133000	150.9979828542612
47500	148.0257142857143
111500	149.10381861575178
26000	149.87222222222223
90000	146.8646671543526
4500	131.46153846153845
68500	147.10960232783705
132500	150.8322385042951
47000	147.25574712643677
111000	149.1119760479042
25500	147.06666666666666
89500	147.03161764705882
4000	159.04
68000	146.45189504373178
132000	152.04143222506394
46500	150.01331360946745
110500	149.70634441087614
25000	145.4073033707865
89000	147.05477424130274
3500	154.11111111111111
67500	146.23996082272282
131500	151.630179028133
46000	148.5979228486647
110000	150.09002433090023
24500	146.01445086705203
88500	147.40268456375838
3000	132.63636363636363
67000	147.31380337636543
131000	151.08858166922684
45500	150.04393939393938
109500	149.45133819951337
24000	152.7876923076923
88000	147.2734082397004
2500	610.0
66500	146.62749003984064
130500	150.4679979518689
45000	147.97272727272727
109000	148.7711503347535
23500	150.75
87500	146.82057057057057
2000	254.0
66000	145.82617382617383
130000	150.92061855670104
44500	146.77591463414635
108500	148.86185819070906
23000	147.4875
87000	146.58100979653352
1500	51.0
65500	145.49548645937813
129500	151.54446177847115
44000	148.0109034267913
108000	148.78931203931205
22500	145.77848101265823
86500	147.61544342507645
1000	NaN
65000	147.03374233128835
129000	151.29166666666666
43500	147.90393700787402
107500	148.55268022181147
22000	148.74834437086093
86000	147.0513409961686
500	NaN
64500	146.73868312757202
128500	151.06008359456635
43000	147.248417721519
107000	148.42671614100186
21500	149.78231292517006
85500	147.35984555984555

